house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
"3 BHK Flat for Rent in Phase 3 Model Town, New Delhi",Model Town Phase 3,New Delhi,920.0,3,2,2,Semi-Furnished,22.0,20000.0
5 BHK House for Rent in Vijaya Bank Layout Bommanahalli Bangalore,Vijaya Bank Layout Bommanahalli,Bangalore,4500.0,5,4,4,Semi-Furnished,18.0,80000.0
1 BHK House for Rent in GTB Nagar New Delhi,GTB Nagar,New Delhi,200.0,1,1,0,Furnished,45.0,9000.0
"3 BHK Flat for Rent in Uttam Nagar, New Delhi",Uttam Nagar,New Delhi,1200.0,3,2,0,Unfurnished,21.0,25000.0
"2 BHK Flat for Rent in Keshav Imperial, Sita Buldi, Nagpur",Sita Buldi,Nagpur,1000.0,2,2,2,Furnished,25.0,25000.0
"2 BHK Flat for Rent in Varthur, Bangalore",Varthur,Bangalore,1109.0,2,2,2,Semi-Furnished,32.0,36000.0
"2 BHK Flat for Rent in Siddha Seabrook, Kandivali West, Mumbai",Kandivali West,Mumbai,706.0,2,2,0,Unfurnished,78.0,55000.0
"3 BHK Flat for Rent in Doddakallasandra, Konanakunte, Bangalore",Doddakallasandra,Bangalore,1750.0,3,3,2,Semi-Furnished,31.0,55000.0
"1 BHK Flat for Rent in Pushpa Bhavan, Colaba, Mumbai",Colaba,Mumbai,475.0,1,1,0,Furnished,152.0,72000.0
"3 BHK Flat for Rent in Vardhman Apartment, Mayur Vihar 1, New Delhi",Mayur Vihar 1,New Delhi,1400.0,3,3,2,Semi-Furnished,39.0,55000.0
"2 BHK Flat for Rent in The Legend, Hinjawadi, Pune",Hinjewadi,Pune,804.0,2,2,2,Semi-Furnished,30.0,24000.0
"3 BHK Flat for Rent in Shivaji Nagar, Nagpur",Shivaji Nagar,Nagpur,1700.0,3,3,3,Semi-Furnished,28.0,48000.0
"2 BHK Flat for Rent in Vasant Vihar, New Delhi",Vasant Vihar,New Delhi,800.0,2,2,0,Unfurnished,31.0,25000.0
5 BHK Villa for Rent in Spine Road Pune,Spine Road,Pune,2800.0,5,4,0,Semi-Furnished,21.0,60000.0
"2 BHK Flat for Rent in Mehrauli, New Delhi",Mehrauli,New Delhi,80.0,2,1,0,Semi-Furnished,138.0,11000.0
3 BHK House for Rent in Krishna Nagar New Delhi,Krishna Nagar,New Delhi,1080.0,3,2,0,Semi-Furnished,25.0,27000.0
"3 BHK Flat for Rent in Laxmi Nagar, Nagpur",Laxmi Nagar,Nagpur,1800.0,3,2,0,Furnished,20.0,36000.0
"3 BHK Flat for Rent in Shubhada Tower, Worli, Mumbai",Worli,Mumbai,1150.0,3,3,0,Furnished,152.0,180000.0
2 BHK House for Rent in Sitapuri Extension 2 New Delhi,Sitapuri Extension 2,New Delhi,800.0,2,1,0,Unfurnished,12.0,10000.0
2 BHK House for Rent in Konanakunte Bangalore,Konanakunte,Bangalore,1200.0,2,2,0,Semi-Furnished,21.0,25000.0
"1 BHK Flat for Rent in Rashmi Tanmay, Mira Road Area, Mumbai",Mira Road,Mumbai,650.0,1,1,0,Furnished,17.0,11000.0
"2 BHK Villa for Rent in Destination 41, Kharadi Pune",Kharadi,Pune,200.0,2,2,0,Unfurnished,30.0,6000.0
"1 BHK Flat for Rent in Marathon Neoskies, Bhandup West, Mumbai",Bhandup West,Mumbai,323.0,1,2,0,Semi-Furnished,68.0,22000.0
1 BHK House for Rent in Mandawali New Delhi,Mandawali,New Delhi,400.0,1,1,0,Unfurnished,18.0,7000.0
"3 BHK Flat for Rent in Deccan Gymkhana, F C Road, Pune",Deccan Gymkhana,Pune,2000.0,3,5,2,Furnished,50.0,100000.0
"2 BHK Flat for Rent in Oshiwara, Mumbai",Oshiwara,Mumbai,700.0,2,2,0,Unfurnished,86.0,60000.0
1 BHK House for Rent in Phase 1 Electronics City Bangalore,Electronics City Phase 1,Bangalore,450.0,1,1,0,Semi-Furnished,36.0,16000.0
"2 BHK Flat for Rent in Gini Belvista Phase II, Parande Nagar, Dhanori, Pune",Parande Nagar,Pune,730.0,2,2,2,Unfurnished,30.0,22000.0
"2 BHK Flat for Rent in Kandivali West, Mumbai",Kandivali West,Mumbai,850.0,2,3,0,Semi-Furnished,53.0,45000.0
1 BHK House for Rent in Gunjur Bangalore,Gunjur,Bangalore,500.0,1,1,0,Unfurnished,22.0,11000.0
2 BHK House for Rent in Kakrola New Delhi,Kakrola,New Delhi,800.0,2,1,0,Unfurnished,11.0,9000.0
"3 BHK Villa for Rent in Gera World of Joy, Kharadi Pune",Kharadi,Pune,1000.0,3,2,0,Furnished,70.0,70000.0
"2 BHK Flat for Rent in Riddhi Palace CHS, Kalina, Mumbai",Kalina,Mumbai,650.0,2,2,0,Furnished,100.0,65000.0
"4 BHK Flat for Rent in Pitam Pura, New Delhi",Pitampura,New Delhi,2000.0,4,2,2,Semi-Furnished,18.0,35000.0
"3 BHK Flat for Rent in Sector 6 HSR Layout, Bangalore",Sector 6 HSR Layout,Bangalore,1300.0,3,3,2,Semi-Furnished,46.0,60000.0
"1 BHK Flat for Rent in Hind Rajasthan Apartment, Sion Hospital Colony, Mumbai",Sion Hospital Colony,Mumbai,730.0,1,1,0,Semi-Furnished,55.0,40000.0
"3 BHK Flat for Rent in Eisha Empire, Hadapsar, Pune",Hadapsar,Pune,1482.0,3,2,0,Unfurnished,15.0,22000.0
"2 BHK Flat for Rent in Janakpuri, New Delhi",Janakpuri,New Delhi,675.0,2,2,2,Semi-Furnished,47.44444444444444,32000.0
"3 BHK Flat for Rent in Ekta Tripolis, Goregaon West, Mumbai",Goregaon West,Mumbai,1084.0,3,3,2,Semi-Furnished,106.0,120000.0
"2 BHK Flat for Rent in Utsav Homes Bhosari, Bhosari, Pune",Bhosari,Pune,956.0,2,2,3,Unfurnished,18.0,17500.0
"4 BHK Flat for Rent in Nagavara, Bangalore",Nagavara,Bangalore,2600.0,4,4,0,Semi-Furnished,23.0,60000.0
"3 BHK Flat for Rent in Kalpataru Exquisite, Wakad, Pune",Wakad,Pune,1100.0,3,3,2,Semi-Furnished,36.0,40000.0
"1 BHK Flat for Rent in Homeshree Apartment , Rahatani, Pune",Rahatni,Pune,532.0,1,1,0,Unfurnished,32.0,17000.0
"3 BHK Flat for Rent in Model Colony, Shivaji Nagar, Pune",Model Colony,Pune,1280.0,3,3,3,Unfurnished,45.0,57000.0
"2 BHK Flat for Rent in Vile Parle East, Mumbai",Vile Parle East,Mumbai,900.0,2,2,0,Unfurnished,107.0,96000.0
"2 BHK House for Rent in Acharya Niketan, Mayur Vihar New Delhi",Acharya Niketan,New Delhi,900.0,2,2,0,Semi-Furnished,33.0,30000.0
"2 BHK Flat for Rent in Kumar Palmsprings Towers, Undri, Pune",Undri,Pune,783.0,2,2,0,Unfurnished,33.0,26000.0
"2 BHK Flat for Rent in Synchronicity, Chandivali, Mumbai",Chandivali,Mumbai,770.0,2,2,2,Furnished,101.0,78000.0
"2 BHK Flat for Rent in Mega Polis Splendour and Sparklet Smart Homes, Hinjawadi, Pune",Hinjewadi,Pune,950.0,2,2,0,Semi-Furnished,26.0,25000.0
"2 BHK Flat for Rent in Nirgudi Road, Pune",Nirgudi Road,Pune,800.0,2,1,0,Semi-Furnished,10.0,8000.0
"3 BHK Villa for Rent in Vishal Nagar, Pimpri Chinchwad Pune",Vishal Nagar,Pune,1399.0,3,3,2,Semi-Furnished,30.0,42000.0
"1 BHK Flat for Rent in Sunshine Court, Kalyani Nagar, Pune",Kalyani Nagar,Pune,420.0,1,1,0,Furnished,83.0,35000.0
"2 BHK Flat for Rent in Wakad, Pune",Wakad,Pune,760.0,2,2,0,Unfurnished,25.0,19000.0
"3 BHK Flat for Rent in Mahalakshmipuram Layout, Mahalakshmipuram, Bangalore",Mahalakshmipuram Layout,Bangalore,1550.0,3,3,3,Semi-Furnished,35.0,55000.0
"2 BHK Flat for Rent in Tara City, Loni Kalbhor, Pune",Loni Kalbhor,Pune,957.0,2,2,3,Unfurnished,14.0,13000.0
"2 BHK Flat for Rent in Sandeep Aashray Dabha, Dabhai, Nagpur",Dabhai,Nagpur,500.0,2,2,0,Unfurnished,16.0,8000.0
"2 BHK Flat for Rent in Ganesh Nabhangan, Garmal, Dhayari, Pune",Garmal,Pune,680.0,2,2,0,Semi-Furnished,24.0,16000.0
"3 BHK Flat for Rent in Green Acres Apartment, Andheri West, Mumbai",Andheri West,Mumbai,1450.0,3,3,0,Semi-Furnished,131.0,190000.0
5 BHK House for Rent in J P Nagar Bangalore,JP Nagar,Bangalore,2400.0,5,4,0,Semi-Furnished,83.0,200000.0
"4 BHK Flat for Rent in Godrej RKS, Chembur, Mumbai",Chembur,Mumbai,2258.0,4,4,0,Unfurnished,100.0,230000.0
"5 BHK Flat for Rent in Naval Technical Officers Apartment, Sector 22 Dwarka, New Delhi",Sector 22 Dwarka,New Delhi,2550.0,5,4,6,Unfurnished,25.0,65000.0
1 BHK House for Rent in Ghatkopar Mumbai,Ghatkopar,Mumbai,500.0,1,1,0,Furnished,50.0,25000.0
"2 BHK Flat for Rent in Dahisar, Mumbai",Dahisar,Mumbai,700.0,2,2,0,Unfurnished,29.0,20000.0
"3 BHK Flat for Rent in New Friends Colony, New Delhi",New Friends Colony,New Delhi,2700.0,3,3,2,Unfurnished,35.0,95000.0
"2 BHK Flat for Rent in Uttam Nagar, New Delhi",Uttam Nagar,New Delhi,650.0,2,2,0,Unfurnished,17.0,11000.0
"1 BHK Flat for Rent in Jadhav Sai Leela, Moshi, Pune",Moshi,Pune,650.0,1,1,0,Unfurnished,20.0,13000.0
1 BHK House for Rent in Arekere Bangalore,Arekere,Bangalore,600.0,1,1,0,Furnished,15.0,9000.0
"1 BHK Flat for Rent in Haware IPSA, Pant Nagar, Mumbai",Pant Nagar,Mumbai,459.0,1,2,0,Unfurnished,87.0,40000.0
1 BHK House for Rent in Sector 7 Rohini New Delhi,Sector 7 Rohini,New Delhi,300.0,1,1,0,Unfurnished,67.0,20000.0
"3 BHK Flat for Rent in Tain Square, Fatima Nagar Wanowrie, Pune",Fatima Nagar,Pune,1300.0,3,3,2,Unfurnished,28.0,36000.0
"3 BHK Flat for Rent in Gottigere, Bangalore",Gottigere,Bangalore,1348.0,3,2,2,Unfurnished,38.0,51000.0
"2 BHK Flat for Rent in Kamal Vihar Apartment, Sector 7 Dwarka, New Delhi",Sector 7 Dwarka,New Delhi,1000.0,2,2,2,Furnished,30.0,30000.0
"1 BHK Flat for Rent in Dadar West, Mumbai",Dadar West,Mumbai,400.0,1,1,0,Unfurnished,125.0,50000.0
"3 BHK Flat for Rent in DDA Freedom Fighter Enclave, Saket, New Delhi",Saket,New Delhi,1600.0,3,3,0,Unfurnished,27.0,43000.0
"2 BHK Flat for Rent in Madhuban Colony Old Sangvi, Pune",Madhuban Colony Old Sangvi,Pune,1300.0,2,2,0,Unfurnished,14.0,18000.0
1 BHK House for Rent in Inder Puri New Delhi,Inderpuri,New Delhi,200.0,1,1,0,Furnished,40.0,8000.0
"1 BHK Flat for Rent in DB Ozone, Mira Road Area, Mumbai",Mira Road,Mumbai,418.0,1,1,0,Semi-Furnished,29.0,12000.0
"1 BHK Flat for Rent in Lokhandwala Township Kandivali East, Mumbai",Lokhandwala Township Kandivali East,Mumbai,600.0,1,2,0,Semi-Furnished,58.0,35000.0
"3 BHK Flat for Rent in Kannamangala, Bangalore",Kannamangala,Bangalore,2229.0,3,3,3,Furnished,31.0,70000.0
3 BHK House for Rent in Sahakar Nagar Bangalore,Sahakara Nagar,Bangalore,2500.0,3,3,0,Semi-Furnished,30.0,75000.0
"3 BHK Flat for Rent in Alpha Residency, Borivali West, Mumbai",Borivali West,Mumbai,923.0,3,3,0,Semi-Furnished,70.0,65000.0
"2 BHK Flat for Rent in Ravet, Pimpri Chinchwad, Pune",Ravet,Pune,500.0,2,2,0,Semi-Furnished,37.0,18500.0
"1 BHK House for Rent in Yerawada, Airport Road Pune",Yerawada,Pune,450.0,1,1,0,Unfurnished,7.0,3000.0
"1 BHK House for Rent in Khanpur, Madangir New Delhi",Khanpur,New Delhi,500.0,1,1,0,Unfurnished,13.0,6500.0
"2 BHK Flat for Rent in lokhandwala residency, Worli, Mumbai",Worli,Mumbai,1220.0,2,2,0,Furnished,115.0,140000.0
"3 BHK Flat for Rent in Bhoslenagar Ashok Nagar, Pune",Bhoslenagar Ashok Naga,Pune,1987.0,3,4,0,Furnished,38.0,75000.0
"1 BHK Flat for Rent in Aundh, Pune",Aundh,Pune,600.0,1,1,0,Unfurnished,32.0,19000.0
4 BHK House for Rent in Phase 1 Ashok Vihar New Delhi,Ashok Vihar Phase 1,New Delhi,100.0,4,3,0,Unfurnished,125.0,12500.0
"2 BHK Flat for Rent in Kurla West, Mumbai",Kurla West,Mumbai,658.0,2,2,0,Unfurnished,129.0,85000.0
"3 BHK Flat for Rent in Samarpan Exotica, Borivali East, Mumbai",Borivali East,Mumbai,1000.0,3,2,3,Semi-Furnished,60.0,60000.0
"2 BHK Flat for Rent in Dhanori, Pune",Dhanori,Pune,735.0,2,2,0,Furnished,33.0,24000.0
3 BHK House for Rent in Chikhali Pimpri Chinchwad Pune,Chikhali,Pune,1375.0,3,2,0,Semi-Furnished,15.0,21000.0
"3 BHK Flat for Rent in Mahadevapura, Bangalore",Mahadevapura,Bangalore,1602.0,3,2,2,Semi-Furnished,41.0,65000.0
"2 BHK House for Rent in Kiran Garden, Uttam Nagar New Delhi",Kiran Garden,New Delhi,900.0,2,2,0,Semi-Furnished,19.0,17000.0
"2 BHK Flat for Rent in Chandak Cornerstone, Worli, Mumbai",Worli,Mumbai,600.0,2,2,0,Unfurnished,233.0,140000.0
3 BHK House for Rent in Mahadev Nagar Dhayari Pune,Mahadev Nagar Dhayari,Pune,2000.0,3,3,0,Furnished,10.0,21000.0
"3 BHK Flat for Rent in Lokhandwala Minerva, Mahalakshmi, Mumbai",Mahalakshmi,Mumbai,2000.0,3,3,0,Semi-Furnished,168.0,340000.0
2 BHK House for Rent in Mangol Pur Kalan New Delhi,Mangolpur Kalan,New Delhi,50.0,2,1,0,Unfurnished,120.0,6000.0
"3 BHK Flat for Rent in Rajendra Nagar, Mumbai",Rajendra Nagar,Mumbai,1073.0,3,3,0,Unfurnished,98.0,110000.0
"2 BHK Flat for Rent in Megapolis Sangria Towers, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park, Pune",Hinjewadi Phase 3,Pune,899.0,2,2,2,Furnished,28.0,25000.0
2 BHK House for Rent in Molarband New Delhi,Molarband,New Delhi,540.0,2,1,0,Unfurnished,8.0,4500.0
"4 BHK Flat for Rent in Lodha Marquise, Worli, Mumbai",Worli,Mumbai,1570.0,4,5,0,Semi-Furnished,206.0,320000.0
"1 BHK Flat for Rent in Juhu, Mumbai",Juhu,Mumbai,400.0,1,1,0,Semi-Furnished,100.0,40000.0
"2 BHK House for Rent in Shree Laxmi Enclave, Hadapsar Pune",Hadapsar,Pune,700.0,2,1,0,Unfurnished,14.0,10000.0
"4 BHK Flat for Rent in Vasant Vihar, New Delhi",Vasant Vihar,New Delhi,3000.0,4,5,9,Semi-Furnished,50.0,150000.0
"2 BHK Flat for Rent in Kharadi, Pune",Kharadi,Pune,872.0,2,2,0,Semi-Furnished,34.0,30000.0
"4 BHK Flat for Rent in Trump Tower, Worli, Mumbai",Worli,Mumbai,1601.0,4,5,0,Semi-Furnished,250.0,400000.0
"2 BHK Flat for Rent in Dilshad Garden, New Delhi",Dilshad Garden,New Delhi,900.0,2,1,0,Unfurnished,17.0,15000.0
"3 BHK Flat for Rent in Oberoi Sky City, Borivali East, Mumbai",Borivali East,Mumbai,1072.0,3,3,0,Semi-Furnished,84.0,90000.0
"1 BHK Flat for Rent in Marunji, Hinjawadi, Pune",Marunji,Pune,650.0,1,1,0,Unfurnished,18.0,12000.0
"1 BHK Flat for Rent in Lajpat Nagar 4, New Delhi",Lajpat Nagar 4,New Delhi,650.0,1,1,2,Unfurnished,46.0,30000.0
"2 BHK Flat for Rent in Devanahalli, Bangalore",Devanahalli,Bangalore,950.0,2,2,0,Unfurnished,24.0,23000.0
"3 BHK Flat for Rent in Mahindra Vivante, Andheri East, Mumbai",Andheri East,Mumbai,1240.0,3,3,0,Furnished,117.0,150000.0
"3 BHK Flat for Rent in Besa, Nagpur",Besa,Nagpur,1100.0,3,2,0,Unfurnished,6.0,6500.0
"3 BHK Flat for Rent in Kolte Patil IVY Apartment, Wagholi, Pune",Wagholi,Pune,1200.0,3,3,3,Unfurnished,21.0,25000.0
"3 BHK Flat for Rent in Vile Parle East, Mumbai",Vile Parle East,Mumbai,1000.0,3,1,0,Unfurnished,150.0,150000.0
"5 BHK Flat for Rent in Yogiraj Swayambhu Residency, Dattapada, Mumbai",Dattapada,Mumbai,1625.0,5,4,0,Semi-Furnished,68.0,110000.0
"1 BHK Flat for Rent in Pimpri Chinchwad, Pune",Pimpri Chinchwad,Pune,700.0,1,1,0,Semi-Furnished,26.0,18000.0
"3 BHK Flat for Rent in Shiv Kailasa, Mihan, Nagpur",Mihan,Nagpur,900.0,3,3,2,Unfurnished,20.0,18000.0
"3 BHK Flat for Rent in Megapolis Mystic, Hinjawadi, Pune",Hinjewadi,Pune,1000.0,3,2,2,Unfurnished,25.0,25000.0
"2 BHK Flat for Rent in Uttarahalli Hobli, Bangalore",Uttarahalli,Bangalore,800.0,2,2,0,Semi-Furnished,20.0,16000.0
"2 BHK Flat for Rent in West Patel Nagar, New Delhi",Patel Nagar West,New Delhi,900.0,2,2,0,Semi-Furnished,39.0,35000.0
"1 BHK Flat for Rent in Mumbai Dreams, Mulund West, Mumbai",Mulund West,Mumbai,500.0,1,1,0,Furnished,50.0,25000.0
"1 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,605.0,1,1,2,Semi-Furnished,21.0,13000.0
"1 BHK Flat for Rent in Lakshay Apartment, Anand Gram Ghitorni, New Delhi",Anand Gram,New Delhi,900.0,1,1,0,Semi-Furnished,14.0,13000.0
"2 BHK Flat for Rent in Hiranandani Castle Rock, Powai, Mumbai",Powai,Mumbai,750.0,2,2,0,Semi-Furnished,167.0,130000.0
"2 BHK Flat for Rent in Advent Palazzo, Malad West, Mumbai",Malad West,Mumbai,741.0,2,2,0,Unfurnished,88.0,65000.0
1 BHK House for Rent in More Vasti Pune,Morevasti,Pune,500.0,1,1,0,Unfurnished,12.0,6000.0
"1 BHK Flat for Rent in Sargodha Apartments, Sector 7 Dwarka, New Delhi",Sector 7 Dwarka,New Delhi,600.0,1,1,0,Semi-Furnished,42.0,25000.0
"3 BHK Flat for Rent in Model Colony, Shivaji Nagar, Pune",Model Colony,Pune,1300.0,3,3,0,Semi-Furnished,54.0,70000.0
"3 BHK Flat for Rent in Piramal Aranya , Byculla, Mumbai",Byculla,Mumbai,1258.0,3,3,2,Semi-Furnished,238.0,300000.0
1 BHK House for Rent in Hadapsar Pune,Hadapsar,Pune,250.0,1,1,0,Unfurnished,16.0,4000.0
"2 BHK Flat for Rent in Dwarka, New Delhi",Dwarka,New Delhi,800.0,2,1,0,Unfurnished,25.0,20000.0
"2 BHK Flat for Rent in Patparganj, New Delhi",Patparganj,New Delhi,900.0,2,2,0,Semi-Furnished,28.0,25000.0
"3 BHK Flat for Rent in Ganga Platino, EON Free Zone, Kharadi, Pune",EON Free Zone,Pune,1317.0,3,3,0,Furnished,44.0,58000.0
"3 BHK Flat for Rent in East Patel Nagar, New Delhi",Patel Nagar East,New Delhi,1600.0,3,3,3,Furnished,47.0,75000.0
1 BHK House for Rent in Yerwada Village Pune,Yerwada Village,Pune,500.0,1,1,0,Semi-Furnished,28.0,14000.0
"2 BHK Flat for Rent in Block C Chittaranjan Park, New Delhi",Chittaranjan Park Block C,New Delhi,1150.0,2,3,2,Furnished,43.0,50000.0
"3 BHK Flat for Rent in Tilak Nagar Chembur, Mumbai",Tilak Nagar Chembur,Mumbai,850.0,3,3,0,Unfurnished,88.0,75000.0
1 BHK House for Rent in Lajpat Nagar 4 New Delhi,Lajpat Nagar 4,New Delhi,600.0,1,1,0,Unfurnished,27.0,16000.0
"1 BHK Flat for Rent in YashONE, Pirangut, Pune",Pirangut,Pune,390.0,1,2,0,Semi-Furnished,23.0,9000.0
1 BHK House for Rent in Dhanori Pune,Dhanori,Pune,350.0,1,1,0,Semi-Furnished,21.0,7500.0
"3 BHK Flat for Rent in Kirti Nagar, New Delhi",Kirti Nagar,New Delhi,1350.0,3,3,0,Furnished,48.0,65000.0
"1 BHK Flat for Rent in Tukai Nagar Vadgaon Budruk, Pune",Tukai Nagar Vadgaon Budruk,Pune,460.0,1,1,0,Unfurnished,28.0,13000.0
"2 BHK Flat for Rent in Vijay Nagar, New Delhi",Vijay Nagar,New Delhi,850.0,2,2,0,Furnished,41.0,35000.0
"2 BHK Flat for Rent in Judicial Layout, Yelahanka, Bangalore",Judicial Layout,Bangalore,1200.0,2,2,2,Furnished,38.0,45000.0
"1 BHK Flat for Rent in Sector 9 Charkop, Mumbai",Sector 9 Charkop,Mumbai,425.0,1,2,0,Semi-Furnished,61.0,26000.0
"3 BHK Flat for Rent in Kandivali West, Mumbai",Kandivali West,Mumbai,1280.0,3,3,0,Unfurnished,43.0,55000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1950.0,3,3,2,Semi-Furnished,36.0,70000.0
"3 BHK Flat for Rent in Baba Colony, Burari, New Delhi",Baba Colony,New Delhi,136.0,3,3,0,Semi-Furnished,132.0,18000.0
"3 BHK Flat for Rent in Sector 19 Dwarka, New Delhi",Sector 19 Dwarka,New Delhi,1500.0,3,3,2,Semi-Furnished,40.0,60000.0
4 BHK House for Rent in Bibwewadi Pune,Bibwewadi,Pune,1850.0,4,5,2,Furnished,54.0,100000.0
"2 BHK Flat for Rent in Trimurti Nagar, Nagpur",Trimurti Nagar,Nagpur,800.0,2,2,2,Unfurnished,21.0,17000.0
1 BHK House for Rent in Hudkeshwar Nagpur,Hudkeshwar,Nagpur,500.0,1,1,0,Unfurnished,16.0,8000.0
"3 BHK Flat for Rent in Adani Western Heights, Andheri West, Mumbai",Andheri West,Mumbai,1150.0,3,3,4,Unfurnished,130.0,150000.0
"1 BHK Flat for Rent in Saket, New Delhi",Saket,New Delhi,500.0,1,1,0,Unfurnished,30.0,15000.0
"2 BHK Flat for Rent in Sensorium, Phase 1 Hinjewadi Rajiv Gandhi Infotech Park, Pune",Hinjewadi Phase 1,Pune,783.0,2,2,2,Semi-Furnished,41.0,32000.0
"1 BHK Flat for Rent in Sector 3 HSR Layout, Bangalore",Sector 3 HSR Layout,Bangalore,650.0,1,1,3,Semi-Furnished,55.0,36000.0
"4 BHK Flat for Rent in Oberoi Sky City, Rajendra Nagar, Mumbai",Rajendra Nagar,Mumbai,1096.0,4,4,0,Unfurnished,137.0,150000.0
"1 BHK Flat for Rent in Marve Road, Mumbai",Marve Road,Mumbai,469.0,1,2,0,Unfurnished,64.0,30000.0
"2 BHK Flat for Rent in Vasant Oasis, Andheri East, Mumbai",Andheri East,Mumbai,802.0,2,2,2,Semi-Furnished,112.0,90000.0
"4 BHK Flat for Rent in Godrej The Trees, Pirojshanagar, Mumbai",Pirojshanagar,Mumbai,1397.0,4,4,0,Furnished,143.0,200000.0
"1 BHK Flat for Rent in Konark Oasis, Wagholi, Pune",Wagholi,Pune,550.0,1,1,0,Unfurnished,31.0,17000.0
"2 BHK Flat for Rent in Raheja Ridgewood, Goregaon East, Mumbai",Goregaon East,Mumbai,800.0,2,2,0,Semi-Furnished,94.0,75000.0
4 BHK House for Rent in Byrathi Bangalore,Byrathi,Bangalore,1700.0,4,3,0,Unfurnished,13.0,22000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1980.0,3,4,0,Semi-Furnished,38.0,75000.0
"1 BHK Flat for Rent in Venus Garden, Kharadi, Pune",Kharadi,Pune,575.0,1,1,0,Unfurnished,30.0,17500.0
"1 BHK Flat for Rent in Garden Avenue K, Virar West, Mumbai",Virar West,Mumbai,430.0,1,1,0,Semi-Furnished,23.0,10000.0
"1 BHK Flat for Rent in Hosur Road, Bangalore",Hosur Road,Bangalore,500.0,1,1,0,Semi-Furnished,32.0,16000.0
1 BHK House for Rent in Manewada Nagpur,Manewada,Nagpur,750.0,1,1,0,Semi-Furnished,10.0,7500.0
1 BHK House for Rent in Dahisar West Mumbai,Dahisar West,Mumbai,480.0,1,1,0,Unfurnished,46.0,22000.0
"2 BHK Flat for Rent in Bibwewadi, Pune",Bibwewadi,Pune,900.0,2,2,0,Semi-Furnished,22.0,20000.0
"3 BHK Flat for Rent in Adarsh Nagar, Nagpur",Adarsh Nagar,Nagpur,1378.0,3,3,0,Semi-Furnished,18.0,25000.0
"1 BHK Flat for Rent in Narhe, Pune",Narhe,Pune,600.0,1,1,0,Unfurnished,15.0,9000.0
> 10 BHK House for Rent in Lonikand Pune,Lonikand,Pune,2400.0,10,7,0,Unfurnished,17.0,40000.0
"3 BHK Flat for Rent in Suryanagar, Bangalore",Suryanagar,Bangalore,1500.0,3,2,3,Semi-Furnished,14.0,21500.0
3 BHK House for Rent in Block BP Shalimar Bagh New Delhi,Block BP Shalimar Bagh,New Delhi,2400.0,3,3,2,Semi-Furnished,23.0,55000.0
3 BHK House for Rent in Ambedkar Colony Ambedkar Nagar New Delhi,Ambedkar Colony Ambedkar Nagar,New Delhi,1200.0,3,2,0,Semi-Furnished,50.0,60000.0
"2 BHK Flat for Rent in Vasant Oasis, Andheri East, Mumbai",Andheri East,Mumbai,844.0,2,2,2,Unfurnished,95.0,80000.0
"3 BHK Flat for Rent in Laxmi Nagar, New Delhi",Laxmi Nagar,New Delhi,1800.0,3,3,0,Semi-Furnished,19.0,35000.0
"1 BHK Flat for Rent in Dhanori, Pune",Dhanori,Pune,560.0,1,1,0,Unfurnished,20.0,11000.0
"3 BHK Flat for Rent in Vile Parle East, Mumbai",Vile Parle East,Mumbai,1200.0,3,3,0,Unfurnished,108.0,130000.0
"3 BHK Flat for Rent in Lal Bahadur Shastri Nagar Dahisar West, Mumbai",Lal Bahadur Shastri Nagar Dahisar West,Mumbai,750.0,3,2,0,Unfurnished,67.0,50000.0
"3 BHK Flat for Rent in Lodha Park, Worli, Mumbai",Worli,Mumbai,1092.0,3,3,0,Unfurnished,223.0,240000.0
"2 BHK Flat for Rent in Sant Nagar Burari, New Delhi",St Nagar Burari,New Delhi,810.0,2,1,0,Semi-Furnished,15.0,12000.0
"2 BHK Flat for Rent in Ghatkopar East, Mumbai",Ghatkopar East,Mumbai,650.0,2,2,0,Furnished,18.0,12000.0
"3 BHK House for Rent in Ramnath City, Koradi Road Nagpur",Koradi Road,Nagpur,1600.0,3,3,0,Semi-Furnished,10.0,16500.0
"1 BHK Flat for Rent in Garden View Apartment, Goregaon East, Mumbai",Goregaon East,Mumbai,380.0,1,1,0,Unfurnished,68.0,26000.0
"3 BHK Flat for Rent in Juhu Versova Link Road, Mumbai",Juhu Versova Link Road,Mumbai,1500.0,3,3,0,Furnished,83.0,130000.0
2 BHK House for Rent in Manish Nagar Nagpur,Manish Nagar,Nagpur,1500.0,2,2,0,Unfurnished,8.0,12500.0
"3 BHK Flat for Rent in B Block East of Kailash, New Delhi",East of Kailash Block B,New Delhi,1100.0,3,3,2,Semi-Furnished,50.0,55000.0
3 BHK House for Rent in Mankhurd Mumbai,Mankhurd,Mumbai,2800.0,3,3,0,Unfurnished,29.0,80000.0
"2 BHK Flat for Rent in Tarun Bharat Society, Mumbai",Tarun Bharat Society,Mumbai,725.0,2,2,2,Unfurnished,50.0,36000.0
"3 BHK Flat for Rent in Powai, Mumbai",Powai,Mumbai,2772.0,3,3,3,Furnished,87.0,240000.0
